	target	target_accession	query	query_accesion	full_evalue	full_score	full_bias	best_evalue	best_score	best_bias	exp	reg	clu	ov	env	dom	rep	inc	description	taxid	organism	id	gi	db	status	length	tax_id	superkingdom	phylum	class	order	family	genus	species	cohort	forma	infraclass	infraorder	kingdom	no rank	no rank1	no rank10	no rank11	no rank12	no rank13	no rank14	no rank15	no rank16	no rank17	no rank18	no rank19	no rank2	no rank20	no rank21	no rank22	no rank3	no rank4	no rank5	no rank6	no rank7	no rank8	no rank9	parvorder	species group	species subgroup	subclass	subfamily	subgenus	subkingdom	suborder	subphylum	subspecies	subtribe	superclass	superfamily	superorder	superphylum	tribe	varietas
2147238	ANT3	RF0027	YP_009061694.1	-	8.299999999999998e-169	552.5	1.1	9.299999999999997e-169	552.3	1.1	1.0	1.0	0	0	1	1	1	1	Aminoglycoside Nucleotidyltransferase (ANT3) [ARO:3000232]	562	Escherichia coli	YP_009061694.1	689939906	bacteria|complete|plasmid	PROVISIONAL	263	562.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli						cellular organisms																																							
2150321	Qnr	RF0113	YP_009061921.1	-	1.3999999999999997e-114	374.1	6.6	1.4999999999999997e-114	374.0	6.6	1.0	1.0	0	0	1	1	1	1	quninolone resistance protein (Qnr): antibiotic target protection protein [ARO:3000419]	90371	Salmonella enterica subsp. enterica serovar Typhimurium	YP_009061921.1	689896343	bacteria|complete|plasmid	PROVISIONAL	214																																																					
2150322	TetA	RF0127	YP_009061934.1	-	1.599999999999999e-206	678.6	25.4	1.7999999999999994e-206	678.5	25.4	1.0	1.0	0	0	1	1	1	1	tetA: tetracycline resistance MFS efflux pump [ARO:3000165]	90371	Salmonella enterica subsp. enterica serovar Typhimurium	YP_009061934.1	689896356	bacteria|complete|plasmid	PROVISIONAL	399																																																					
2150323	AAC6-Ib	RF0005	YP_009061947.1	-	1.7999999999999997e-130	424.8	0.1	1.9999999999999994e-130	424.7	0.1	1.0	1.0	0	0	1	1	1	1	Aminoglycoside Acetyltransferase (AAC6-Ib) [ARO:3001206]	90371	Salmonella enterica subsp. enterica serovar Typhimurium	YP_009061947.1	689896369	bacteria|complete|plasmid	PROVISIONAL	199																																																					
2150324	ClassD	RF0056	YP_009061948.1	-	2.4999999999999998e-85	278.6	4.2	3.0999999999999997e-85	278.3	4.2	1.0	1.0	0	0	1	1	1	1	Class D beta-lactamases [ARO:3000075;ARO:3000017]	90371	Salmonella enterica subsp. enterica serovar Typhimurium	YP_009061948.1	689896370	bacteria|complete|plasmid	PROVISIONAL	291																																																					
2150325	AAC3	RF0002	YP_009061951.1	-	2.0999999999999995e-146	479.3	0.6	2.2999999999999996e-146	479.2	0.6	1.0	1.0	0	0	1	1	1	1	Aminoglycoside Acetyltransferase (AAC3) [ARO:3000322]	90371	Salmonella enterica subsp. enterica serovar Typhimurium	YP_009061951.1	689896373	bacteria|complete|plasmid	PROVISIONAL	286																																																					
2150326	CTXM	RF0059	YP_009061958.1	-	1.4999999999999994e-192	631.1	4.4	1.6999999999999992e-192	631.0	4.4	1.0	1.0	0	0	1	1	1	1	CTX-M beta-lactamase (class a) [ARO:3000016]	90371	Salmonella enterica subsp. enterica serovar Typhimurium	YP_009061958.1	689896380	bacteria|complete|plasmid	PROVISIONAL	291																																																					
2150327	TEM	RF0126	YP_009061962.1	-	1.7999999999999995e-205	673.4	0.0	1.999999999999999e-205	673.2	0.0	1.0	1.0	0	0	1	1	1	1	TEM beta-lactamase (class a) [ARO:3000014]	90371	Salmonella enterica subsp. enterica serovar Typhimurium	YP_009061962.1	689896384	bacteria|complete|plasmid	PROVISIONAL	286																																																					
2150328	APH6	RF0034	YP_009061964.1	-	2.3999999999999993e-150	492.5	1.6	2.6999999999999996e-150	492.4	1.6	1.0	1.0	0	0	1	1	1	1	aminoglycoside phosphotransferase (APH3) [ARO:3000151]	90371	Salmonella enterica subsp. enterica serovar Typhimurium	YP_009061964.1	689896386	bacteria|complete|plasmid	PROVISIONAL	278																																																					
2150329	APH3''	RF0172	YP_009061965.1	-	2.4999999999999994e-165	541.3	0.2	2.7999999999999994e-165	541.1	0.2	1.0	1.0	0	0	1	1	1	1	Streptomycin phosphotransferase	90371	Salmonella enterica subsp. enterica serovar Typhimurium	YP_009061965.1	689896387	bacteria|complete|plasmid	PROVISIONAL	267																																																					
2150330	ANT3	RF0027	YP_009061971.1	-	3.4999999999999984e-167	547.1	1.0	3.899999999999999e-167	547.0	1.0	1.0	1.0	0	0	1	1	1	1	Aminoglycoside Nucleotidyltransferase (ANT3) [ARO:3000232]	90371	Salmonella enterica subsp. enterica serovar Typhimurium	YP_009061971.1	689896393	bacteria|complete|plasmid	PROVISIONAL	259																																																					
2150331	Chlor_Acetyltrans_CAT	RF0050	YP_009061974.1	-	2.2999999999999997e-85	278.6	5.8	2.8e-85	278.3	5.8	1.0	1.0	0	0	1	1	1	1	chloramphenicol acetyltransferase (CAT) [ARO:3000122]	90371	Salmonella enterica subsp. enterica serovar Typhimurium	YP_009061974.1	689896396	bacteria|complete|plasmid	PROVISIONAL	224																																																					
2150332	TetA-B	RF0128	YP_009062141.1	-	2.4999999999999987e-277	912.0	30.5	2.799999999999999e-277	911.8	30.5	1.0	1.0	0	0	1	1	1	1	tetA(B): tetracycline resistance MFS efflux pump [ARO:3000165]	670	Vibrio parahaemolyticus	YP_009062141.1	690605151	bacteria|complete|plasmid	PROVISIONAL	401	670.0	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio parahaemolyticus						cellular organisms																								Vibrio harveyi group															
2150582	VIM	RF0162	YP_009062157.1	-	2.999999999999999e-181	593.3	2.7	3.399999999999999e-181	593.2	2.7	1.0	1.0	0	0	1	1	1	1	Verone integron-encoded (VIM) metallo-beta-lactamase (subclass B1 (metallo-) beta-lactamase) [ARO:3000021]	550	Enterobacter cloacae	YP_009062157.1	690691371	bacteria|complete|plasmid	PROVISIONAL	266	550.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter cloacae						cellular organisms																								Enterobacter cloacae complex															
2150628	TEM	RF0126	YP_009062272.1	-	1.7999999999999995e-205	673.4	0.0	1.999999999999999e-205	673.2	0.0	1.0	1.0	0	0	1	1	1	1	TEM beta-lactamase (class a) [ARO:3000014]	573	Klebsiella pneumoniae	YP_009062272.1	690676854	bacteria|complete|plasmid	PROVISIONAL	286	573.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae						cellular organisms																																							
2151039	AAC3	RF0002	YP_009062273.1	-	7.799999999999997e-147	480.7	0.5	9.499999999999997e-147	480.4	0.5	1.0	1.0	0	0	1	1	1	1	Aminoglycoside Acetyltransferase (AAC3) [ARO:3000322]	573	Klebsiella pneumoniae	YP_009062273.1	690676855	bacteria|complete|plasmid	PROVISIONAL	302	573.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae						cellular organisms																																							
2151450	TetA	RF0127	YP_009062557.1	-	1.899999999999999e-212	698.2	25.7	2.0999999999999994e-212	698.0	25.7	1.0	1.0	0	0	1	1	1	1	tetA: tetracycline resistance MFS efflux pump [ARO:3000165]	571	Klebsiella oxytoca	YP_009062557.1	689940299	bacteria|complete|plasmid	PROVISIONAL	399	571.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella oxytoca						cellular organisms																																							
2151479	ANT3	RF0027	YP_009062571.1	-	4.3999999999999984e-169	553.4	1.1	4.899999999999998e-169	553.2	1.1	1.0	1.0	0	0	1	1	1	1	Aminoglycoside Nucleotidyltransferase (ANT3) [ARO:3000232]	571	Klebsiella oxytoca	YP_009062571.1	689940384	bacteria|complete|plasmid	PROVISIONAL	263	571.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella oxytoca						cellular organisms																																							
2151508	AAC3-I	RF0003	YP_009062574.1	-	1.6999999999999998e-109	355.8	0.6	1.8999999999999998e-109	355.7	0.6	1.0	1.0	0	0	1	1	1	1	Aminoglycoside Acetyltransferase (AAC3-I) [ARO:3001205]	571	Klebsiella oxytoca	YP_009062574.1	689940314	bacteria|complete|plasmid	PROVISIONAL	154	571.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella oxytoca						cellular organisms																																							
2151537	AAC6-Ib	RF0005	YP_009062575.1	-	2e-126	411.6	0.1	2.1999999999999998e-126	411.5	0.1	1.0	1.0	0	0	1	1	1	1	Aminoglycoside Acetyltransferase (AAC6-Ib) [ARO:3001206]	571	Klebsiella oxytoca	YP_009062575.1	689940315	bacteria|complete|plasmid	PROVISIONAL	172	571.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella oxytoca						cellular organisms																																							
2151566	ANT3	RF0027	YP_009062580.1	-	8.299999999999998e-169	552.5	1.1	9.299999999999997e-169	552.3	1.1	1.0	1.0	0	0	1	1	1	1	Aminoglycoside Nucleotidyltransferase (ANT3) [ARO:3000232]	571	Klebsiella oxytoca	YP_009062580.1	689940318	bacteria|complete|plasmid	PROVISIONAL	263	571.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella oxytoca						cellular organisms																																							
2151595	SHV-LEN	RF0119	YP_009062588.1	-	9.999999999999998e-204	667.6	2.6	1.0999999999999996e-203	667.5	2.6	1.0	1.0	0	0	1	1	1	1	A grouping of the related SHV and LEN beta-lactamases (class a) [ARO:3000096]	571	Klebsiella oxytoca	YP_009062588.1	689940325	bacteria|complete|plasmid	PROVISIONAL	286	571.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella oxytoca						cellular organisms																																							
2151624	APH3''	RF0172	YP_009062701.1	-	9.999999999999998e-165	539.3	0.2	1.0999999999999997e-164	539.1	0.2	1.0	1.0	0	0	1	1	1	1	Streptomycin phosphotransferase	80870	Acidovorax avenae subsp. avenae	YP_009062701.1	690518765	bacteria|complete|plasmid	PROVISIONAL	267																																																					
2151625	APH6	RF0034	YP_009062702.1	-	2.3999999999999993e-150	492.5	1.6	2.6999999999999996e-150	492.4	1.6	1.0	1.0	0	0	1	1	1	1	aminoglycoside phosphotransferase (APH3) [ARO:3000151]	80870	Acidovorax avenae subsp. avenae	YP_009062702.1	690518766	bacteria|complete|plasmid	PROVISIONAL	278																																																					
2151626	APH3'	RF0173	YP_009062716.1	-	1.2999999999999998e-88	290.0	1.0	1.3999999999999996e-88	289.8	1.0	1.0	1.0	0	0	1	1	1	1	Broad-spectrum Aminoglycoside Phosphotransferase	40215	Acinetobacter junii	YP_009062716.1	690516403	bacteria|complete|plasmid	PROVISIONAL	259	40215.0	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter junii						cellular organisms																																							
2151633	NDM-CcrA	RF0108	YP_009062718.1	-	3.6999999999999994e-111	363.3	0.1	4.199999999999998e-111	363.1	0.1	1.0	1.0	0	0	1	1	1	1	A grouping of related NDM and CcrA beta-lactamases [ARO:3000057;ARO:3000578]	40215	Acinetobacter junii	YP_009062718.1	690516405	bacteria|complete|plasmid	PROVISIONAL	270	40215.0	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter junii						cellular organisms																																							
2151640	APH3'	RF0173	YP_009062730.1	-	1.2999999999999998e-88	290.0	1.0	1.3999999999999996e-88	289.8	1.0	1.0	1.0	0	0	1	1	1	1	Broad-spectrum Aminoglycoside Phosphotransferase	28090	Acinetobacter lwoffii	YP_009062730.1	689922633	bacteria|complete|plasmid	PROVISIONAL	259	28090.0	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter lwoffii						cellular organisms																																							
2151650	NDM-CcrA	RF0108	YP_009062732.1	-	3.6999999999999994e-111	363.3	0.1	4.199999999999998e-111	363.1	0.1	1.0	1.0	0	0	1	1	1	1	A grouping of related NDM and CcrA beta-lactamases [ARO:3000057;ARO:3000578]	28090	Acinetobacter lwoffii	YP_009062732.1	689922635	bacteria|complete|plasmid	PROVISIONAL	270	28090.0	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter lwoffii						cellular organisms																																							
2151660	AAC6-Ib	RF0005	YP_009062819.1	-	9.599999999999998e-133	432.2	0.1	1.0999999999999998e-132	432.0	0.1	1.0	1.0	0	0	1	1	1	1	Aminoglycoside Acetyltransferase (AAC6-Ib) [ARO:3001206]	550	Enterobacter cloacae	YP_009062819.1	689924692	bacteria|complete|plasmid	PROVISIONAL	225	550.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter cloacae						cellular organisms																								Enterobacter cloacae complex															
2151714	TEM	RF0126	YP_009062843.1	-	1.5999999999999994e-205	673.5	0.0	1.7999999999999995e-205	673.4	0.0	1.0	1.0	0	0	1	1	1	1	TEM beta-lactamase (class a) [ARO:3000014]	562	Escherichia coli	YP_009062843.1	690347384	bacteria|complete|plasmid	PROVISIONAL	286	562.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli						cellular organisms																																							
2154797	APH3	RF0033	YP_009062861.1	-	2.1999999999999993e-145	475.8	0.0	2.499999999999999e-145	475.6	0.0	1.0	1.0	0	0	1	1	1	1	aminoglycoside phosphotransferase (APH3) [ARO:3000126]	562	Escherichia coli	YP_009062861.1	690350131	bacteria|complete|plasmid	PROVISIONAL	271	562.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli						cellular organisms																																							
2157880	KPC	RF0083	YP_009062880.1	-	3.399999999999999e-209	685.8	3.6	3.7999999999999983e-209	685.6	3.6	1.0	1.0	0	0	1	1	1	1	Klebsiella pneumoniae carbapenem resistant (KPC) beta-lactamases (class a) [ARO:3000059]	574	Klebsiella pneumoniae subsp. ozaenae	YP_009062880.1	689952639	bacteria|complete|plasmid	PROVISIONAL	293																																																					
2157881	Qnr	RF0113	YP_009062918.1	-	6.1e-123	401.4	8.6	6.799999999999999e-123	401.3	8.6	1.0	1.0	0	0	1	1	1	1	quninolone resistance protein (Qnr): antibiotic target protection protein [ARO:3000419]	574	Klebsiella pneumoniae subsp. ozaenae	YP_009062918.1	689952677	bacteria|complete|plasmid	PROVISIONAL	218																																																					
2157882	AAC6-Ib	RF0005	YP_009062924.1	-	1.8999999999999998e-133	434.5	0.1	2.1999999999999993e-133	434.3	0.1	1.0	1.0	0	0	1	1	1	1	Aminoglycoside Acetyltransferase (AAC6-Ib) [ARO:3001206]	574	Klebsiella pneumoniae subsp. ozaenae	YP_009062924.1	689952683	bacteria|complete|plasmid	PROVISIONAL	199																																																					
2157883	TEM	RF0126	YP_009062928.1	-	1.7999999999999995e-205	673.4	0.0	1.999999999999999e-205	673.2	0.0	1.0	1.0	0	0	1	1	1	1	TEM beta-lactamase (class a) [ARO:3000014]	574	Klebsiella pneumoniae subsp. ozaenae	YP_009062928.1	689952687	bacteria|complete|plasmid	PROVISIONAL	286																																																					
2157884	CTXM	RF0059	YP_009062931.1	-	4.699999999999998e-193	632.8	4.5	5.199999999999998e-193	632.6	4.5	1.0	1.0	0	0	1	1	1	1	CTX-M beta-lactamase (class a) [ARO:3000016]	574	Klebsiella pneumoniae subsp. ozaenae	YP_009062931.1	689952690	bacteria|complete|plasmid	PROVISIONAL	291																																																					
2157885	TetA-B	RF0128	YP_009062970.1	-	3.399999999999998e-278	914.8	28.8	3.799999999999998e-278	914.7	28.8	1.0	1.0	0	0	1	1	1	1	tetA(B): tetracycline resistance MFS efflux pump [ARO:3000165]	562	Escherichia coli	YP_009062970.1	690351264	bacteria|complete|plasmid	PROVISIONAL	401	562.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli						cellular organisms																																							
2160968	TEM	RF0126	YP_009062986.1	-	1.5999999999999994e-205	673.5	0.0	1.7999999999999995e-205	673.4	0.0	1.0	1.0	0	0	1	1	1	1	TEM beta-lactamase (class a) [ARO:3000014]	83332	Mycobacterium tuberculosis H37Rv	YP_009062986.1	690513618	bacteria|complete|plasmid	PROVISIONAL	286																																																					
2160998	NDM-CcrA	RF0108	YP_009066439.1	-	3.6999999999999994e-111	363.3	0.1	4.199999999999998e-111	363.1	0.1	1.0	1.0	0	0	1	1	1	1	A grouping of related NDM and CcrA beta-lactamases [ARO:3000057;ARO:3000578]	562	Escherichia coli	YP_009066439.1	690352748	bacteria|complete|plasmid	PROVISIONAL	270	562.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli						cellular organisms																																							
2164081	ANT3	RF0027	YP_009066446.1	-	2.499999999999999e-168	550.9	0.8	2.7999999999999993e-168	550.7	0.8	1.0	1.0	0	0	1	1	1	1	Aminoglycoside Nucleotidyltransferase (ANT3) [ARO:3000232]	562	Escherichia coli	YP_009066446.1	690352755	bacteria|complete|plasmid	PROVISIONAL	263	562.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli						cellular organisms																																							
2167164	TEM	RF0126	YP_009066523.1	-	1.7999999999999995e-205	673.4	0.0	1.999999999999999e-205	673.2	0.0	1.0	1.0	0	0	1	1	1	1	TEM beta-lactamase (class a) [ARO:3000014]	562	Escherichia coli	YP_009066523.1	690352832	bacteria|complete|plasmid	PROVISIONAL	286	562.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli						cellular organisms																																							
2170247	16S_rRNA_methyltrans	RF0001	YP_009066524.1	-	2.8999999999999988e-145	475.3	0.0	3.299999999999999e-145	475.2	0.0	1.0	1.0	0	0	1	1	1	1	16S ribosomal RNA methyltransferase [ARO:3000857]	562	Escherichia coli	YP_009066524.1	690352833	bacteria|complete|plasmid	PROVISIONAL	251	562.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli						cellular organisms																																							
2173330	ClassD	RF0056	YP_009066594.1	-	3.3999999999999997e-113	370.0	1.9	3.799999999999999e-113	369.8	1.9	1.0	1.0	0	0	1	1	1	1	Class D beta-lactamases [ARO:3000075;ARO:3000017]	470	Acinetobacter baumannii	YP_009066594.1	690330115	bacteria|complete|plasmid	PROVISIONAL	273	470.0	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter baumannii						cellular organisms																								Acinetobacter calcoaceticus/baumannii complex															
2174335	APH3'	RF0173	YP_009066658.1	-	2.9999999999999998e-90	295.3	0.9	3.3999999999999995e-90	295.1	0.9	1.0	1.0	0	0	1	1	1	1	Broad-spectrum Aminoglycoside Phosphotransferase	470	Acinetobacter baumannii	YP_009066658.1	690340848	bacteria|complete|plasmid	PROVISIONAL	259	470.0	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter baumannii						cellular organisms																								Acinetobacter calcoaceticus/baumannii complex															
2175340	APH3'	RF0173	YP_009067143.1	-	1.2999999999999998e-88	290.0	1.0	1.3999999999999996e-88	289.8	1.0	1.0	1.0	0	0	1	1	1	1	Broad-spectrum Aminoglycoside Phosphotransferase	1280052	Acinetobacter sp. M131	YP_009067143.1	691495059	bacteria|complete|plasmid	PROVISIONAL	259	1280052.0	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter sp. M131						cellular organisms																																							
2175341	NDM-CcrA	RF0108	YP_009067145.1	-	3.6999999999999994e-111	363.3	0.1	4.199999999999998e-111	363.1	0.1	1.0	1.0	0	0	1	1	1	1	A grouping of related NDM and CcrA beta-lactamases [ARO:3000057;ARO:3000578]	1280052	Acinetobacter sp. M131	YP_009067145.1	691495061	bacteria|complete|plasmid	PROVISIONAL	270	1280052.0	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter sp. M131						cellular organisms																																							
2175342	TetM-TetW-TetO-TetS	RF0133	YP_009067400.1	-	0.0	1401.4	1.4	0.0	1401.2	1.4	1.0	1.0	0	0	1	1	1	1	tetM, tetW, tetO, and tetS: tetracycline resistance ribosomal protection protein [ARO:3000186;ARO:3000194;ARO:3000190;ARO:3000192]	397884	Vibrio sp. 04Ya090	YP_009067400.1	691523784	bacteria|complete|plasmid	PROVISIONAL	639	397884.0	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio sp. 04Ya090						cellular organisms																																							
